IDLink,Platform,Popularity,Title,Source_Tier,Final_Score,Initial_Velocity,Stickiness_Index,Title_Sentiment,Sentiment_Divergence,Title_Complexity,Opportunity_Score
96035,Facebook,0.0,Obama's former economic advisor calls Trump's debt idea borderline insane,Tier 2 (Industry Specialists),0.0,0.0,0.0,-0.2666666666666666,0.3666666666666667,16.4,0.0181818181818181
12739,Facebook,0.0,"Russian economy to endure difficult 2016, warns minister",Tier 1 (Mainstream),0.0,0.0,0.0,-0.25,0.125,14.125,0.0196078431372549
35161,Facebook,0.0,"Health insurance gains due to Obama's law, not economy",Tier 3 (Niche/Blog),0.0,0.0,0.0,-0.125,0.1055555555555555,14.11111111111111,0.0117647058823529
98400,Facebook,5.0,Obama meets with Abe as G-7 summit starts in Japan,Tier 2 (Industry Specialists),5.0,0.0,1.0,0.0,0.8,14.1,0.0185185185185185
29505,Facebook,2.0,Chinese economy set to grow by 7% in 2016,Tier 3 (Niche/Blog),2.0,0.0,1.0,0.0,0.0,12.666666666666666,0.0117647058823529
19148,Facebook,,Microsoft's Surface takes a hit during NFL playoff game - CNET,Tier 2 (Industry Specialists),388.0,0.0,1.0,-0.4,0.0999999999999999,15.727272727272728,0.0196078431372549
67216,Facebook,47.0,Carly Fiorina to cute puppies: 'Obama ate your cousin',Tier 2 (Industry Specialists),47.0,0.0,1.0,0.5,0.1499999999999999,14.11111111111111,0.0227272727272727
47670,Facebook,14.0,New 'Gig Economy' Embraces Workers Young and Old,Tier 3 (Niche/Blog),14.0,0.0,1.0,0.1121212121212121,0.0454545454545454,13.125,0.0144927536231884
98446,Facebook,0.0,"President Obama, Japanese Prime Minister Abe Visit Holy Site After Awkward Encounter",Tier 3 (Niche/Blog),0.0,0.0,0.0,-0.3,0.2666666666666666,18.08333333333333,0.015625
9541,Facebook,0.0,"Industrial land squeeze threatens trade, economy",Tier 3 (Niche/Blog),1.0,0.0,1.0,0.0,0.0666666666666666,13.166666666666668,0.0108695652173913
64113,Facebook,93.0,France bows to Obama and backs down on climate 'treaty',Tier 1 (Mainstream),279.0,0.0,1.0,-0.1555555555555555,0.1896464646464646,14.6,0.0285714285714285
73247,Facebook,94.0,"Ted Cruz's warmongering, hypocrisy: A good day for Obama only ...",Tier 2 (Industry Specialists),108.0,0.0,1.0,0.35,0.1833333333333333,16.272727272727273,0.0093457943925233
28387,Facebook,9.0,Stocks Snap Higher Following Encouraging Signs on US Economy,Tier 1 (Mainstream),10.0,0.0,1.0,0.125,0.125,14.77777777777778,0.0089285714285714
71409,Facebook,18.0,Cow Palace gun show draws a crowd in wake of Obama's executive ...,Tier 3 (Niche/Blog),19.0,0.0,1.0,-0.1333333333333333,0.0375,17.153846153846153,0.03125
66652,Facebook,311.0,President Obama on 'Historic' Climate Agreement: 'We Met The ...,Tier 1 (Mainstream),324.0,0.0,1.0,0.0,0.0,15.5,0.0208333333333333
79548,Facebook,395.0,Obama's New Rationale for $1 Trillion Nuclear Program Augurs a ...,Tier 3 (Niche/Blog),406.0,5.0,0.9876847290640394,0.1363636363636363,0.1363636363636363,16.09090909090909,0.0089285714285714
102638,Facebook,4.0,Fact-Check: GOP foe says Sen. Bennet votes for President Obama's ...,Tier 3 (Niche/Blog),5.0,0.0,1.0,0.0,0.1458333333333333,16.272727272727273,0.0129870129870129
70903,Facebook,4.0,Fierce critic Trump concedes Obama's tears were real,Tier 2 (Industry Specialists),4.0,0.0,1.0,0.2,0.2,13.625,0.0136986301369863
67225,Facebook,178.0,Tory co-chairman claimed Obama sent pollster to UK to stop ...,Tier 1 (Mainstream),208.0,0.0,1.0,0.0,0.05,15.727272727272728,0.0294117647058823
41946,Facebook,,China's Economy Provides Brief Relief to Global Worries,Tier 1 (Mainstream),15.0,0.0,1.0,0.0,0.124074074074074,14.0,0.0175438596491228
68139,Facebook,0.0,Slovenia will not recognise Palestine as yet,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.0625,12.428571428571429,0.010204081632653
23873,Facebook,1.0,Ukraine sees GDP grow by 2% in Q4  Economy Ministry,Tier 3 (Niche/Blog),1.0,0.0,1.0,0.0,0.2,15.0,0.0111111111111111
42810,Facebook,5.0,Microsoft Previews Skype Calls Using Edge Without Plug-Ins,Tier 3 (Niche/Blog),5.0,0.0,1.0,0.0,0.0,14.375,0.0147058823529411
70293,Facebook,,Will Obama Use Oregon Protest As Ammunition For His Anti-Gun ...,Tier 2 (Industry Specialists),185.0,0.0,1.0,0.0,0.0,15.90909090909091,0.0070921985815602
53299,Facebook,70.0,China's Xiaomi to Buy Patents From Microsoft,Tier 2 (Industry Specialists),70.0,0.0,1.0,0.0,0.0,12.428571428571429,0.0093457943925233
57055,Facebook,,"Fed is clueless on the economy, and 'overly data-dependent ...",Tier 1 (Mainstream),,0.0,0.0,0.0,0.2,15.3,0.0104166666666666
68600,Facebook,5.0,Wondering what Obama listens to on Christmas? Here's his Spotify list,Tier 2 (Industry Specialists),5.0,0.0,1.0,0.0,0.6,16.363636363636363,0.0163934426229508
93519,Facebook,30.0,"Obama lunches with queen, dines with princes on royal visit",Tier 3 (Niche/Blog),30.0,0.0,1.0,0.0,0.1,15.0,0.0188679245283018
97294,Facebook,25.0,Obama Front-Runs Trump on China,Tier 1 (Mainstream),60.0,0.0,1.0,0.0,0.1,10.4,0.024390243902439
97023,Facebook,4.0,Court showdown over Obama's climate rule delayed until the fall,Tier 1 (Mainstream),11.0,0.0,1.0,0.0,0.5,15.4,0.0169491525423728
13229,Facebook,,3 computer companies that killed it in 2015 (plus 3 that biffed it),Tier 1 (Mainstream),6.0,0.0,1.0,-0.2,0.3795454545454546,17.23076923076923,0.0147058823529411
20738,Facebook,4.0,Area's economy suffering despite applause for state's recovery,Tier 3 (Niche/Blog),4.0,0.0,1.0,0.0,0.1,14.875,0.0096153846153846
77687,Facebook,473.0,Stephen &amp; Ayesha Curry Lip Sync Minions' 'Banana' Song with ...,Tier 3 (Niche/Blog),473.0,0.0,1.0,0.0,0.1919642857142857,16.18181818181818,0.0285714285714285
68192,Facebook,20.0,Obama and DNC fundraise off Trump's anti-Muslim rhetoric,Tier 2 (Industry Specialists),40.0,0.0,1.0,0.0,0.0,14.125,0.0098039215686274
22968,Facebook,,The State of Green Business: The circular economy revs up,Tier 3 (Niche/Blog),32.0,0.0,1.0,-0.2,0.2,14.8,0.0147058823529411
99935,Facebook,,&quot;Here's the Truth&quot;: President Obama Busts 4 Myths About the Economy,Tier 3 (Niche/Blog),,0.0,0.0,0.0,0.205,17.09090909090909,0.0163934426229508
36827,Facebook,1.0,Opening Indian economy to FDI has helped: Jaitley,Tier 3 (Niche/Blog),3.0,0.0,1.0,0.0,0.0,13.25,0.0116279069767441
13728,Facebook,24.0,Gig Economy Workers Need Benefits and Job Protections. Now.,Tier 3 (Niche/Blog),100.0,8.0,0.92,0.0,0.1666666666666666,14.666666666666668,0.0087719298245614
37225,Facebook,,Top Microsoft position for KZN man (22),Tier 3 (Niche/Blog),829.0,0.0,1.0,0.5,0.0,11.714285714285715,0.0144927536231884
64924,Facebook,,Obama: We can stop 'large scale' terror attacks,Tier 2 (Industry Specialists),10.0,0.0,1.0,0.2142857142857142,0.365079365079365,13.0,0.0119047619047619
18076,Facebook,2.0,Delta Bullish on Corporate Travel and US Economy in 2016,Tier 3 (Niche/Blog),2.0,0.0,1.0,0.0,0.05,14.7,0.0101010101010101
22280,Facebook,36.0,How building bridges can help the economy  or not,Tier 2 (Industry Specialists),45.0,0.0,1.0,0.0,0.0,14.3,0.0114942528735632
18949,Facebook,2.0,"Meet Gabe Aul, Microsoft's beloved 'king of the big red button'",Tier 3 (Niche/Blog),3.0,0.0,1.0,0.2333333333333333,0.2333333333333333,15.818181818181818,0.0303030303030303
13735,Facebook,5.0,"China, euro zone factories suggest global economy still fragile",Tier 1 (Mainstream),5.0,0.0,1.0,0.0,0.0857142857142857,15.11111111111111,0.0238095238095238
2045,Facebook,3.0,3 Moves Microsoft Corporation Is Making to Help Xbox One Beat ...,Tier 2 (Industry Specialists),4.0,0.0,1.0,0.0,0.2166666666666666,16.5,0.0232558139534883
53211,Facebook,0.0,Economy likely had rosy start to year,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.5,11.428571428571429,0.0084745762711864
75975,Facebook,1.0,"FIFA Rankings February Preview: Uganda to drop, Palestine attains ...",Tier 3 (Niche/Blog),1.0,0.0,1.0,0.0,0.3333333333333333,16.0,0.0117647058823529
69941,Facebook,0.0,Obama to impose new gun-control curbs,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.1363636363636363,0.6363636363636364,11.333333333333332,0.0285714285714285
6055,Facebook,0.0,MacBook Air To Be Revamped: Will Compete With Microsoft Surface ...,Tier 3 (Niche/Blog),2.0,0.0,1.0,0.0,0.45,16.18181818181818,0.0096153846153846
92501,Facebook,15.0,Obama reportedly poised to declassify secret pages of 9/11 report,Tier 2 (Industry Specialists),24.0,0.0,1.0,-0.4,0.2333333333333333,15.6,0.0185185185185185
41227,Facebook,1.0,Emirates NBD release Dubai Economy Tracker for March 2016,Tier 3 (Niche/Blog),1.0,0.0,1.0,0.0,0.0416666666666666,14.444444444444445,0.0169491525423728
1212,Facebook,147.0,Treasury Secretary Lew on the 'Magic' of the US Economy,Tier 2 (Industry Specialists),148.0,0.0,1.0,0.5,0.3083333333333333,14.6,0.0294117647058823
48673,Facebook,166.0,Microsoft and Adobe warn of separate zero-day vulnerabilities under ...,Tier 2 (Industry Specialists),203.0,0.0,1.0,0.0,0.0,16.2,0.0178571428571428
96106,Facebook,0.0,East Palestine Schools honor rolls,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.1071428571428571,11.0,0.0196078431372549
35401,Facebook,0.0,"Now Available in the Microsoft Azure Marketplace, Jitterbit Rapidly Connects Azure, Dynamics, SQL Server and More to ...",Tier 2 (Industry Specialists),0.0,0.0,0.0,0.45,0.1499999999999999,23.72222222222222,0.0153846153846153
66954,Facebook,0.0,Obama urges tougher gun controls on school massacre anniversary,Tier 1 (Mainstream),0.0,0.0,0.0,0.0,0.0333333333333333,15.11111111111111,0.010204081632653
299,Facebook,,Microsoft’s OneDrive debacle shows its cloud commitment is weaker than promised,Tier 1 (Mainstream),6.0,0.0,1.0,0.0,0.004251700680272,17.272727272727273,0.2
99630,Facebook,815.0,Obama’s Call to Expand Social Security Shows Sanders’s Clout,Tier 1 (Mainstream),1212.0,0.0,1.0,0.0333333333333333,0.0166666666666666,14.77777777777778,0.02
40256,Facebook,0.0,Microsoft gives innovation update at Adastral Park showcase,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.0681818181818181,14.5,0.0106382978723404
62144,Facebook,33.0,Obama's Syria refugee push at odds with security-first stance on Bush Dubai Ports deal,Tier 2 (Industry Specialists),34.0,0.0,1.0,0.0,0.3541666666666667,19.214285714285715,0.0149253731343283
95799,Facebook,102.0,"North Carolina, Obama admin trade lawsuits over anti-LGBT law",Tier 2 (Industry Specialists),102.0,22.0,0.7843137254901961,0.0,0.0,14.88888888888889,0.0121951219512195
75998,Facebook,0.0,Obama Thanks American Muslims In Mosque Visit,Tier 2 (Industry Specialists),0.0,0.0,0.0,0.1,0.0249999999999999,12.571428571428571,0.010204081632653
48011,Facebook,1.0,"Home Technology Microsoft's Windows 10 Mobile OS, Windows ...",Tier 2 (Industry Specialists),1.0,0.0,1.0,0.0,0.5,14.88888888888889,0.0294117647058823
98290,Facebook,2.0,Time to End the Hasbara: Palestinian Media and the Search for a ...,Tier 3 (Niche/Blog),2.0,2.0,0.0,0.0,0.3125,17.692307692307693,0.0128205128205128
2950,Facebook,22.0,Economy Would Gain Two Million New Jobs in Low-Carbon ...,Tier 3 (Niche/Blog),147.0,0.0,1.0,0.1363636363636363,0.296969696969697,14.8,0.0133333333333333
20747,Facebook,38.0,5 things to know about Canada's 'stagnant' economy right now,Tier 2 (Industry Specialists),43.0,0.0,1.0,0.2857142857142857,0.0857142857142857,15.1,0.0104166666666666
8303,Facebook,10.0,Worse in store for South African economy,Tier 2 (Industry Specialists),11.0,0.0,1.0,-0.2,0.3,11.857142857142858,0.015625
57710,Facebook,3.0,Did Microsoft royally flub its new console launch?,Tier 2 (Industry Specialists),5.0,0.0,1.0,0.1363636363636363,0.1681818181818181,13.375,0.0222222222222222
81707,Facebook,15.0,Last chance for a pro-transparency trade legacy for Obama,Tier 1 (Mainstream),18.0,0.0,1.0,0.0,0.0,14.444444444444445,0.0129870129870129
66953,Facebook,0.0,Obama to Cuba? President lays out conditions for visit,Tier 2 (Industry Specialists),0.0,0.0,0.0,0.0,0.1145833333333333,14.11111111111111,0.0105263157894736
70828,Facebook,14.0,Senator Chris Murphy Says Obama's Actions on Guns Are ...,Tier 1 (Mainstream),16.0,0.0,1.0,0.0,0.05,14.8,0.0126582278481012
104532,Facebook,53.0,Coal company blames massive layoffs on Barack Obama,Tier 2 (Industry Specialists),53.0,0.0,1.0,0.0,0.2333333333333332,13.5,0.0106382978723404
52620,Facebook,0.0,For low-carbon economy,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.1333333333333333,9.666666666666668,0.0294117647058823
5331,Facebook,4.0,'Our economy may look strong to David Cameron but we've 70000 ...,Tier 3 (Niche/Blog),4.0,0.0,1.0,0.4333333333333333,0.6,16.5,0.0285714285714285
17157,Facebook,36.0,Supreme Court to Hear Microsoft Appeal Over Xbox Lawsuit,Tier 2 (Industry Specialists),36.0,0.0,1.0,0.0,0.16,14.333333333333332,0.0121951219512195
20803,Facebook,3.0,"Microsoft Surface tops $1.3B for quarter, but Lumia smartphone ...",Tier 2 (Industry Specialists),3.0,0.0,1.0,0.0,0.3181818181818182,15.7,0.0092592592592592
98198,Facebook,0.0,Palestine Denounces Crimes by Israel at Humanitarian Summit,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.125,14.5,0.0126582278481012
99638,Facebook,128.0,"In a speech yesterday, Obama offered an important window into his ...",Tier 2 (Industry Specialists),143.0,10.0,0.93006993006993,0.4,0.45,16.833333333333332,0.0126582278481012
3827,Facebook,14.0,Microsoft's AppComparison wants Android users to switch to ...,Tier 2 (Industry Specialists),19.0,0.0,1.0,0.2,0.125,15.0,0.0178571428571428
35930,Facebook,2.0,"Gig economy workers flexible, independent",Tier 3 (Niche/Blog),2.0,0.0,1.0,0.0,0.2,12.4,0.0114942528735632
70315,Facebook,1999.0,Cruz vows to repeal President Obama's actions on guns,Tier 1 (Mainstream),2050.0,0.0,1.0,0.0,0.0,14.0,0.0106382978723404
43858,Facebook,2.0,"Global Economy, Oil and the 'Rocky Road to Balance'",Tier 1 (Mainstream),2.0,0.0,1.0,0.0,0.0,13.77777777777778,0.0101010101010101
17484,Facebook,0.0,Digital boss could boost Scottish economy by 13billion,Tier 3 (Niche/Blog),0.0,0.0,0.0,0.0,0.0681818181818181,14.125,0.0217391304347826
22686,Facebook,365.0,Welder's son bags Rs 1.2 crore with Microsoft job,Tier 2 (Industry Specialists),431.0,0.0,1.0,0.0,0.0,13.555555555555555,0.0138888888888888
9930,Facebook,,A tough year ahead for world economy,Tier 3 (Niche/Blog),0.0,0.0,0.0,-0.3888888888888889,0.5055555555555555,11.285714285714285,0.0149253731343283
23716,Facebook,2.0,Geek of the Week: Gwen Houston is Microsoft's champion for ...,Tier 2 (Industry Specialists),3.0,2.0,0.3333333333333333,0.0,0.006060606060606,15.727272727272728,0.0128205128205128
72507,Facebook,20.0,President Obama's legacy message mixes with 2016 politics,Tier 3 (Niche/Blog),21.0,0.0,1.0,0.0,0.0999999999999999,14.25,0.0106382978723404
45506,Facebook,2.0,Music worth 61m a year to Northern Ireland economy,Tier 3 (Niche/Blog),2.0,0.0,1.0,0.3,0.0333333333333333,13.88888888888889,0.0166666666666666
89833,Facebook,4.0,Israel and Palestine: Peace in our lifetime?,Tier 3 (Niche/Blog),4.0,0.0,1.0,0.0,0.0,12.428571428571429,0.0140845070422535
21608,Facebook,198.0,Microsoft tests underwater data centre,Tier 2 (Industry Specialists),268.0,0.0,1.0,0.0,0.0621212121212121,11.8,0.0108695652173913
26444,Facebook,0.0,Worries about global economy send German optimism lower,Tier 2 (Industry Specialists),0.0,0.0,0.0,0.0,0.0,14.0,0.02
19026,Facebook,1.0,Microsoft: 40 Things You Didn't Know (Part 2),Tier 3 (Niche/Blog),1.0,0.0,1.0,0.0,0.25,12.75,0.037037037037037
20089,Facebook,23.0,Microsoft co-founder’s $162M yacht wrecks coral reef,Tier 2 (Industry Specialists),133.0,0.0,1.0,0.0,0.1,13.571428571428571,0.0113636363636363
70481,Facebook,72.0,Group creates fake anti-Israel and anti-Palestine Facebook pages ...,Tier 3 (Niche/Blog),87.0,0.0,1.0,-0.5,0.5681818181818181,15.666666666666668,0.010752688172043
11704,Facebook,6.0,Taking Note | The Economy in the Near Future,Tier 1 (Mainstream),8.0,0.0,1.0,0.05,0.0166666666666666,13.0,0.0232558139534883
63692,Facebook,314.0,"Obama grants disaster declarations for Hidalgo County, Willacy ...",Tier 3 (Niche/Blog),315.0,0.0,1.0,0.0,0.0,15.444444444444445,0.0099009900990099
10830,Facebook,0.0,Barron's Recap: The New Microsoft (And How It Could Rise 30% In 18 Months),Tier 3 (Niche/Blog),0.0,0.0,0.0,0.1363636363636363,0.0696969696969696,18.357142857142858,0.0196078431372549
104217,Facebook,2.0,Saturday Night Amusing Video: Obama Disappoints Prison Inmate,Tier 3 (Niche/Blog),2.0,0.0,1.0,0.6,0.8700757575757576,14.75,0.0416666666666666
103330,Facebook,2.0,Obama must negotiate free trade with the UK,Tier 3 (Niche/Blog),2.0,0.0,1.0,0.4,0.15,12.5,0.0178571428571428
6334,Facebook,8.0,Microsoft makes highest number of offers at IIT Kharagpur till day two,Tier 1 (Mainstream),8.0,0.0,1.0,0.1,0.0212121212121212,16.916666666666668,0.0108695652173913
51011,Facebook,1.0,Microsoft Wanted to Launch Feature Phones Under Its Own Brand ...,Tier 2 (Industry Specialists),1.0,0.0,1.0,0.6,0.0999999999999999,16.0,0.0196078431372549
19139,Facebook,1.0,Apple And Microsoft Earnings: Mac Vs. PC All Over Again?,Tier 3 (Niche/Blog),1.0,0.0,1.0,0.0,0.1,14.7,0.0128205128205128
96040,Facebook,239.0,Presidential transition could include third-party candidates under ...,Tier 2 (Industry Specialists),245.0,0.0,1.0,0.0,0.0,15.875,0.0116279069767441
85937,Facebook,,Palestine Today 03 24 2016,Tier 2 (Industry Specialists),0.0,0.0,0.0,0.0,0.175,9.4,0.0166666666666666
102317,Facebook,17.0,Advocates warn time running out for Obama clemency drive,Tier 2 (Industry Specialists),17.0,2.0,0.8823529411764706,0.0,0.4,14.333333333333332,0.0117647058823529
71168,Facebook,44.0,How Obama's edict will resurrect smart guns,Tier 2 (Industry Specialists),63.0,0.0,1.0,0.2142857142857142,0.0,12.285714285714285,0.0123456790123456
13428,Facebook,2.0,"Microsoft Xbox One Slim Rumors: A Smaller, Lighter Xbox One in ...",Tier 3 (Niche/Blog),3.0,0.0,1.0,0.0,0.0,16.583333333333332,0.0232558139534883
22597,Facebook,,Citi: World economy trapped in ‘death spiral’,Tier 1 (Mainstream),319.0,0.0,1.0,-0.2,0.0666666666666666,12.571428571428571,0.0158730158730158
73271,Facebook,2.0,"Obama's regulatory flurry: Opportunity, not calamity",Tier 1 (Mainstream),2.0,0.0,1.0,0.0,0.0,13.833333333333332,0.0080645161290322
103730,Facebook,47.0,Obama: Donald Trump's rhetoric is 'nativism. Or xenophobia. Or worse',Tier 2 (Industry Specialists),50.0,0.0,1.0,-0.4,0.1,16.0,0.0106382978723404
69937,Facebook,17.0,Barack Obama behind the scenes: Pictures from official White ...,Tier 3 (Niche/Blog),20.0,0.0,1.0,-0.2,0.2,15.5,0.0227272727272727
4805,Facebook,11.0,NFL and Microsoft to stream Panthers vs. Cowboys game on ...,Tier 1 (Mainstream),11.0,0.0,1.0,-0.4,0.9,15.545454545454549,0.02
13431,Facebook,5.0,Africa outperforms global economy despite downward revisions,Tier 3 (Niche/Blog),5.0,0.0,1.0,0.0,0.2875,14.714285714285715,0.0294117647058823
81318,Facebook,13.0,Obama and Biden endorse Patrick Murphy’s Senate bid in big Democratic primary boost,Tier 3 (Niche/Blog),15.0,0.0,1.0,0.2,0.2,18.46153846153846,0.024390243902439
101461,Facebook,245.0,Obama to Have Meeting With Dalai Lama at White House,Tier 1 (Mainstream),259.0,2.0,0.9922779922779924,0.0,0.0,14.3,0.015625
46549,Facebook,15.0,Garth Brooks concerts promise to boost Saskatoon economy,Tier 2 (Industry Specialists),16.0,6.0,0.625,0.0,0.0,14.125,0.02
62448,Facebook,0.0,Obama calls French President Franois Hollande,Tier 1 (Mainstream),0.0,0.0,0.0,0.0,0.0,13.0,0.0098039215686274
